Section,Target Set,Count,Column4,Row,Col,RawDataPath,File Name,Plate Barcode,IBT Barcode,Conc,CELL LINE,RUN,SET,notes
C - 23,Summary,10630,,C,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
C - 24,Summary,11101,,C,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 1,Summary,9936,,D,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 2,Summary,11096,,D,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 3,Summary,10532,,D,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 4,Summary,11127,,D,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 5,Summary,11014,,D,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 6,Summary,10665,,D,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 7,Summary,11291,,D,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 8,Summary,11138,,D,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 9,Summary,11174,,D,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 10,Summary,10862,,D,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 11,Summary,10984,,D,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 12,Summary,10787,,D,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 13,Summary,9934,,D,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 14,Summary,9838,,D,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 15,Summary,11062,,D,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 16,Summary,11756,,D,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 17,Summary,10649,,D,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 18,Summary,10130,,D,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 19,Summary,11427,,D,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 20,Summary,9161,,D,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 21,Summary,11284,,D,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 22,Summary,10743,,D,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 23,Summary,10495,,D,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
D - 24,Summary,11093,,D,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 1,Summary,10974,,E,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 2,Summary,11531,,E,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 3,Summary,11158,,E,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 4,Summary,11291,,E,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 5,Summary,10195,,E,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 6,Summary,11211,,E,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 7,Summary,9743,,E,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 8,Summary,10205,,E,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 9,Summary,10706,,E,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 10,Summary,10595,,E,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 11,Summary,11416,,E,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 12,Summary,10459,,E,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 13,Summary,10378,,E,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 14,Summary,10364,,E,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 15,Summary,10038,,E,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 16,Summary,10658,,E,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 17,Summary,10180,,E,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 18,Summary,10291,,E,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 19,Summary,9573,,E,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 20,Summary,10305,,E,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 21,Summary,10012,,E,21,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 22,Summary,10728,,E,22,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 23,Summary,9327,,E,23,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
E - 24,Summary,10101,,E,24,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 1,Summary,11895,,F,1,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 2,Summary,11288,,F,2,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 3,Summary,10389,,F,3,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 4,Summary,11183,,F,4,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 5,Summary,10071,,F,5,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 6,Summary,10258,,F,6,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 7,Summary,10729,,F,7,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 8,Summary,10417,,F,8,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 9,Summary,9933,,F,9,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 10,Summary,10742,,F,10,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 11,Summary,9658,,F,11,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 12,Summary,10240,,F,12,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 13,Summary,10696,,F,13,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 14,Summary,10232,,F,14,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 15,Summary,10832,,F,15,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 16,Summary,9844,,F,16,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 17,Summary,10149,,F,17,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 18,Summary,9390,,F,18,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 19,Summary,8978,,F,19,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
F - 20,Summary,10068,,F,20,\\CTCRFile1.ad.tamhsc.edu\CTCR-Stor1$\MDA_KatelynFosterHandley_AnilSood\screen\raw data\run1\4x_DAPI_A2780ip2_28346_1\4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,4x_DAPI_A2780ip2_28346_1.2019.09.03.14.00.36.CSV,28346,Day3,,A2780ip2,1,1,20190906
